iter	RMSE
113	0.1071803922
114	0.1070726808
115	0.1070528222
116	0.1070184543
117	0.1068282674
118	0.1068267202
119	0.1067992896
120	0.1067853963
121	0.1067775964
122	0.106771533
123	0.1067658757
124	0.1062654134
125	0.1061414968
126	0.1061357841
127	0.106126214
128	0.1061247514
129	0.1061150301
130	0.1059721489
131	0.1057613273
132	0.1054301683
133	0.1051926738
134	0.1051378134
135	0.1051219552
136	0.1048574024
137	0.1046731241
138	0.1044374061
139	0.1042808961
140	0.1041081313
141	0.1041075623
142	0.1040970399
143	0.1040889978
144	0.104081019
145	0.104062973
146	0.104062861
147	0.1036720524
148	0.1036656813
149	0.103564107
150	0.1035618063
151	0.1032471587
152	0.103076519
153	0.103056185
154	0.1028331118
155	0.1027704047
156	0.1027544813
157	0.1027134078
158	0.1027004138
159	0.1025730867
160	0.1023164489
161	0.1020484829
162	0.1019450643
163	0.1016978867
164	0.1013023906
165	0.1011225852
166	0.1008151581
167	0.1006626736
168	0.1005720819
169	0.1001503857
170	0.1000815994
171	0.09993578231
172	0.09992028723
173	0.09956843446
174	0.09948893425
175	0.09931824173
176	0.09930967279
177	0.09930907985
178	0.09916144651
179	0.09913459062
180	0.09906971793
181	0.09901502214
182	0.09883302197
183	0.09876887424
184	0.09842627673
185	0.09837055126
186	0.09809279204
187	0.09787211637
188	0.0978234653
189	0.09771342113
190	0.09751016611
191	0.09748886601
192	0.09722806745
193	0.09699522093
194	0.09698608872
195	0.09680411199
196	0.09655598371
197	0.09635049111
198	0.09622256611
199	0.09590918847
200	0.09580265392
201	0.09552126673
202	0.09518104804
203	0.09513581997
204	0.09513445566
205	0.09493833648
206	0.09475891467
207	0.09457825853
208	0.09449400845
209	0.09439868606
210	0.09424714849
211	0.09414631572
212	0.09391518658
213	0.09389026102
214	0.09383365572
215	0.09375714306
216	0.09357851879
217	0.09350647595
218	0.09342048726
219	0.09337311604
220	0.09333166344
221	0.0930709664
222	0.09287167409
223	0.09261497634
224	0.09260841508
225	0.09245152678
226	0.09241799974
227	0.09238093469
228	0.09221978706
229	0.09220520028
230	0.09211855477
231	0.09204965289
232	0.09184779453
233	0.09173861274
234	0.09170831344
235	0.09158988446
236	0.09141767719
237	0.09123620247
238	0.09119710509
239	0.09107220433
240	0.0910215729
241	0.09091741584
242	0.09069923891
243	0.0905850009
244	0.09052414385
245	0.09029268538
246	0.09028373665
247	0.09020018066
248	0.09015192892
249	0.09011780402
250	0.089910692
251	0.08963249153
252	0.08949900965
253	0.08936492827
254	0.08934957268
255	0.08916184407
256	0.08906782706
257	0.08881223251
258	0.08878680688
259	0.08873411534
260	0.08871141027
261	0.08868197106
262	0.08866213691
263	0.08855165612
264	0.08845454279
265	0.08841696841
266	0.08838601656
267	0.08837961758
268	0.08835630019
269	0.08828154839
270	0.08823293025
271	0.08821578427
272	0.0881146821
273	0.08804249237
274	0.08795960343
275	0.08777154683
276	0.08775927969
277	0.08758026559
278	0.0874662817
279	0.08732697754
280	0.08724640307
281	0.08722964585
282	0.08715058921
283	0.08697874303
284	0.08691655209
285	0.08673327987
286	0.08659522697
287	0.0865735812
288	0.08653170587
289	0.08648534488
290	0.08628757902
291	0.08624091952
292	0.0862047207
293	0.08611549572
294	0.08601974197
295	0.08596759511
296	0.08593723688
297	0.08584926462
298	0.085781941
299	0.08568087572
300	0.0856623505
301	0.0856438089
302	0.08560843805
303	0.08557831573
304	0.08547050552
305	0.08543678375
306	0.08542414543
307	0.08526115339
308	0.08516113857
309	0.08494660778
310	0.08494185853
311	0.08493484306
312	0.08476478422
313	0.08473194339
314	0.0847283095
315	0.08471373236
316	0.0846480847
317	0.08452895482
318	0.08440773424
319	0.08439734057
320	0.08429996704
321	0.08429543591
322	0.08428955148
323	0.08413696609
324	0.08406802252
325	0.08404676818
326	0.08403072998
327	0.08385682556
328	0.08359788377
329	0.08357832452
330	0.08356462981
331	0.0835548017
332	0.08340124313
333	0.08335531806
334	0.08316957335
335	0.08308608901
336	0.08301481449
337	0.08301339028
338	0.0829796197
339	0.08289897014
340	0.08282149411
341	0.08280446301
342	0.08277154519
343	0.082738051
344	0.0827065757
345	0.08265470326
346	0.08264721165
347	0.08246628607
348	0.08245561569
349	0.08243650445
350	0.08238419389
351	0.08232581924
352	0.08216430263
353	0.08215686565
354	0.08200670203
355	0.08195635009
356	0.08193838317
357	0.08180600459
358	0.0817090808
359	0.08160410478
360	0.08146333759
361	0.08137838152
362	0.08124890923
363	0.08112451989
364	0.08097880308
365	0.08097262072
366	0.08085869679
367	0.08075858804
368	0.08069037586
369	0.08061275601
370	0.08058466286
371	0.0804273949
372	0.08038994211
373	0.08037087128
374	0.08020822991
375	0.08019220754
376	0.08016242649
377	0.08013395286
378	0.0797754975
379	0.07970282261
380	0.07948145125
381	0.07937533152
382	0.07935383752
383	0.07930750688
384	0.07929292706
385	0.07925686437
386	0.07915201005
387	0.07903745642
388	0.07903641397
389	0.07897380086
390	0.07890066718
391	0.07888420368
392	0.07888088822
393	0.0786029087
394	0.07858521456
395	0.0785662839
396	0.07856469404
397	0.07850253709
398	0.07848301525
399	0.078370609
400	0.07834716761
401	0.07823273758
402	0.07822339621
403	0.07816932997
404	0.07814332171
405	0.0780180612
406	0.07801002238
407	0.0779302882
408	0.07792017061
409	0.07786875307
410	0.07786340028
411	0.07785642174
412	0.07784519803
413	0.07777773116
414	0.07772368067
415	0.07771552361
416	0.07768854005
417	0.07764274221
418	0.07741456813
419	0.07740372851
420	0.07738251617
421	0.07737142783
422	0.07734074607
423	0.07732803171
424	0.07720191941
425	0.07716712737
426	0.07715391153
427	0.07713350013
428	0.07707476923
429	0.07706661549
430	0.07701414904
431	0.07698615978
432	0.07693140043
433	0.07691274686
434	0.07676818616
435	0.07674769492
436	0.0766903396
437	0.07667322824
438	0.07665276886
439	0.07661540513
440	0.07659779471
441	0.07657893623
442	0.07652290257
443	0.07651102655
444	0.0764188947
445	0.07639485923
446	0.07638180956
447	0.0762603835
448	0.07625891192
449	0.07621796171
450	0.07613437295
451	0.07612956935
452	0.07606557579
453	0.07605860264
454	0.07599042211
455	0.07598790799
456	0.07595009896
457	0.07590203574
458	0.07587961263
459	0.07586919183
460	0.07563700901
461	0.07562350931
462	0.07550155255
463	0.07549915253
464	0.07542967497
465	0.07532852451
466	0.07525741203
467	0.07525017908
468	0.07520255289
469	0.07519221185
470	0.07513468767
471	0.07511316853
472	0.07496354783
473	0.07494333175
474	0.07489085444
475	0.07486092035
476	0.07482139282
477	0.0748160829
478	0.07478190786
479	0.07476934585
480	0.07473282188
481	0.07456000265
482	0.074543907
483	0.07453539099
484	0.07449492641
485	0.07434183125
486	0.07428219744
487	0.074275708
488	0.07427390229
489	0.07425410824
490	0.07416372693
491	0.0740901358
492	0.07404652351
493	0.07398068738
494	0.07395476704
495	0.07394152749
496	0.07386877236
497	0.07385055136
498	0.07376524304
499	0.07373960036
500	0.07372346906
501	0.07366009928
502	0.07359528504
503	0.07358084409
504	0.07341518733
505	0.07341172074
506	0.07335881167
507	0.07332778492
508	0.07320241783
509	0.07319675124
510	0.07319376069
511	0.07312116678
512	0.0730475344
513	0.0729336417
514	0.07283983145
515	0.07280842363
516	0.07273698765
517	0.07260237183
518	0.07256858007
519	0.07250800359
520	0.07250386609
521	0.07249722519
522	0.07243555516
523	0.07237086877
524	0.07225115611
525	0.0722271182
526	0.07221314667
527	0.07218733297
528	0.0721725079
529	0.07207652132
530	0.07207143573
531	0.07199382842
532	0.07192321459
533	0.07181811369
534	0.07172824847
535	0.07168214231
536	0.07168016924
537	0.07167658184
538	0.07167374718
539	0.07164390856
540	0.07162037953
541	0.07156624419
542	0.07148052432
543	0.0714360619
544	0.07141606183
545	0.0713873211
546	0.07138321943
547	0.0713574669
548	0.07128798448
549	0.07128419943
550	0.07126023516
551	0.07124170629
552	0.07121513899
553	0.07120950467
554	0.07119814444
555	0.07116099066
556	0.07115916089
557	0.07114586774
558	0.07111099848
559	0.07110187701
560	0.07098592218
561	0.07093847459
562	0.07091127651
563	0.07083282285
564	0.07082150873
565	0.0707901205
566	0.07071917688
567	0.07068832259
568	0.07052601392
569	0.07051326036
570	0.07049381859
571	0.0704721413
572	0.07046725735
573	0.07045947573
574	0.07041992237
575	0.07040513631
576	0.07038049133
577	0.0703603992
578	0.0703571938
579	0.07034266111
580	0.07029411798
581	0.07021088894
582	0.07019784213
583	0.0700531828
584	0.07003023523
585	0.06999447723
586	0.0699387176
587	0.06992604018
588	0.06990312766
589	0.06987377792
590	0.06981314172
591	0.06980317728
592	0.0697955361
593	0.06976863164
594	0.06976625599
595	0.06975370385
596	0.06974418102
597	0.06972964091
598	0.06964321401
599	0.06963101509
600	0.06962117805
601	0.06959890617
602	0.06959779936
603	0.06957436761
604	0.06956496726
605	0.06953500092
606	0.06948809039
607	0.06942983315
608	0.0694241076
609	0.06936387828
610	0.06934297795
611	0.06930725662
612	0.06929740514
613	0.06928943596
614	0.06928702861
615	0.0692809691
616	0.06926100551
617	0.06925048017
618	0.06923762658
619	0.06921545409
620	0.06918894416
621	0.06916449331
622	0.06913783972
623	0.06913299641
624	0.06910776682
625	0.0690883648
626	0.06907731589
627	0.06906593374
628	0.06904329104
629	0.06901574365
630	0.06898325253
631	0.06888897034
632	0.06888589499
633	0.06879799411
634	0.06877002733
635	0.06875919132
636	0.0687485592
637	0.06867273513
638	0.0686531549
639	0.06856968893
640	0.06856800877
641	0.06856370694
642	0.06851269453
643	0.06850389985
644	0.06842222404
645	0.06842147971
646	0.06839893271
647	0.06837399727
648	0.06836969105
649	0.06833965769
650	0.06833091146
651	0.06832242026
652	0.06832045734
653	0.06831342332
654	0.06828899226
655	0.06817294419
656	0.06804402827
657	0.06804053741
658	0.06803923155
659	0.06803297826
660	0.06800750947
661	0.06800607434
662	0.06792720454
663	0.06783121034
664	0.06781188233
665	0.06780438523
666	0.06776726462
667	0.06774910189
668	0.06772170477
669	0.06769548151
670	0.06767664772
671	0.06766363614
672	0.06761168082
673	0.06757277069
674	0.06755710534
675	0.0675533263
676	0.06754763352
677	0.06752045674
678	0.06750227982
679	0.06740504802
680	0.06739219068
681	0.06735740979
682	0.06733807645
683	0.06732633396
684	0.06732496004
685	0.06732379066
686	0.0672714953
687	0.06722967503
688	0.06716428422
689	0.06716372712
690	0.06715946107
691	0.06713202431
692	0.06709705438
693	0.06703592605
694	0.06700408794
695	0.06698653125
696	0.06698561242
697	0.06697516867
698	0.06695948759
699	0.06692463565
700	0.06691089361
701	0.06689198002
702	0.06685905294
703	0.06683513773
704	0.06678554706
705	0.0667597808
706	0.06672056804
707	0.06669995393
708	0.06668387846
709	0.06667534497
710	0.06666172977
711	0.0666521594
712	0.06662860231
713	0.06656165268
714	0.06655870096
715	0.06647654691
716	0.06647487145
717	0.0664667764
718	0.06646158991
719	0.06641641161
720	0.06640928999
721	0.06639665104
722	0.06638172365
723	0.06636269353
724	0.06634753534
725	0.06633144691
726	0.06632441698
727	0.06630694758
728	0.06630045358
729	0.06629985621
730	0.06628483319
731	0.0662758491
732	0.06626269307
733	0.0662502777
734	0.06623878614
735	0.06621398845
736	0.06613491467
737	0.06612839388
738	0.06612279446
739	0.06609315432
740	0.06608103251
741	0.06608076266
742	0.06605318842
743	0.06604976029
744	0.0660455457
745	0.06604500293
746	0.06602898654
747	0.06599131758
748	0.06599057331
749	0.06593737801
750	0.06583754044
751	0.06583631424
752	0.06581468115
753	0.06578774126
754	0.06576425528
755	0.06574454963
756	0.06572811103
757	0.06572113179
758	0.06571618512
759	0.06571207031
760	0.06570624492
761	0.06564826657
762	0.06562045082
763	0.06555355805
764	0.06553460271
765	0.06538562882
766	0.06538347423
767	0.06538012481
768	0.06537775379
769	0.06536487652
770	0.06534392614
771	0.06532500732
772	0.06524199947
773	0.06522915105
774	0.06515670268
775	0.06515372152
776	0.06515298252
777	0.06513169152
778	0.06511619584
779	0.06510369937
780	0.06508054133
781	0.06507679737
782	0.06505671684
783	0.06504580136
784	0.06503956466
785	0.06502906405
786	0.06502083607
787	0.06499858355
788	0.06497922824
789	0.06497139524
790	0.06495210573
791	0.06494904554
792	0.06490953639
793	0.0649027972
794	0.0648996686
795	0.06483694925
796	0.06478800237
797	0.06477633409
798	0.06475665383
799	0.06472666972
800	0.06472284976
801	0.06470880749
802	0.06467615012
803	0.06467348296
804	0.06466921247
805	0.06464751064
806	0.0646455517
807	0.06462472659
808	0.06461509332
809	0.06455235084
810	0.06454966948
811	0.06452491524
812	0.06447629226
813	0.06447279721
814	0.06446939488
815	0.06446187211
816	0.0644594052
817	0.06445918181
818	0.06445445252
819	0.06444999265
820	0.06443604338
821	0.06443091208
822	0.0644121965
823	0.06440404901
824	0.06439978379
825	0.06436133057
826	0.06434550716
827	0.06434482204
828	0.06433036864
829	0.06430732468
830	0.0642819238
831	0.06426970318
832	0.06424921352
833	0.06424447868
834	0.06423680842
835	0.06421703754
836	0.06415561624
837	0.06413499348
838	0.06411667035
839	0.06411349912
840	0.06405755255
841	0.06401501853
842	0.06399038544
843	0.06398533847
844	0.06398233995
845	0.06390309912
846	0.06389047088
847	0.06383265333
848	0.06383184762
849	0.06376396394
850	0.06375938129
851	0.06375616978
852	0.06375057918
853	0.06374763717
854	0.06374713218
855	0.06371747872
856	0.06371457056
857	0.06368228723
858	0.06366260697
859	0.06361783618
860	0.06356565651
861	0.06354316941
862	0.06353991714
863	0.06352577842
864	0.06351672436
865	0.06349748708
866	0.06349487281
867	0.0634942304
868	0.06344191253
869	0.06344048813
870	0.06337647351
871	0.0633695684
872	0.06336199781
873	0.0633547754
874	0.06333543662
875	0.06328939636
876	0.06328150818
877	0.06327992944
878	0.06327818816
879	0.06326474739
880	0.06322252714
881	0.06321067533
882	0.06320437482
883	0.06319516851
884	0.06314462714
885	0.06313900536
886	0.06310143321
887	0.0630942463
888	0.06300884455
889	0.0630011193
890	0.06298916811
891	0.06294178183
892	0.06288281485
893	0.06288143139
894	0.06285425956
895	0.06278811106
896	0.06276251166
897	0.06275921605
898	0.06275105315
899	0.0627277954
900	0.06269402119
901	0.06269058542
902	0.06264936159
903	0.062639235
904	0.06257987789
905	0.06253080127
906	0.06252510484
907	0.06251256882
908	0.06248071746
909	0.06247449128
910	0.06247157225
911	0.06236379116
912	0.06235344832
913	0.06234326499
914	0.06233505616
915	0.06232794945
916	0.06232571418
917	0.06222966858
918	0.06220528867
919	0.06220360152
920	0.06219409039
921	0.06218479724
922	0.06217376902
923	0.06217256435
924	0.06216754912
925	0.0621547446
926	0.06215016268
927	0.06214968144
928	0.06207323986
929	0.06204407295
930	0.06203597227
931	0.0619856142
932	0.0619248338
933	0.06189616631
934	0.06188059029
935	0.06186694749
936	0.06185809371
937	0.06183067913
938	0.06182324369
939	0.0618085567
940	0.06180386192
941	0.06178310431
942	0.06177907143
943	0.06172161945
944	0.06171532866
945	0.06169819533
946	0.06159741177
947	0.06159666159
948	0.06159124513
949	0.06158071318
950	0.06157407894
951	0.06157394121
952	0.06157274386
953	0.0615570284
954	0.06155656549
955	0.06141219865
956	0.06123140578
957	0.06120550158
958	0.06105334153
959	0.06104870264
960	0.06100234092
961	0.06099251585
962	0.06096989834
963	0.06088460846
964	0.06088150877
965	0.06087190153
966	0.06082682449
967	0.06082538054
968	0.06081734296
969	0.0608114302
970	0.06080183547
971	0.06079982962
972	0.06078165805
973	0.06072925599
974	0.06071733324
975	0.06070302115
976	0.06066828773
977	0.06065079449
978	0.06063802321
979	0.06063466085
980	0.06062476748
981	0.06061094469
982	0.06060192075
983	0.06060058864
984	0.06057010793
985	0.06053762219
986	0.06048325522
987	0.06047902049
988	0.06045164342
989	0.06042610454
990	0.06039524357
991	0.06039022652
992	0.06032173039
993	0.0603193726
994	0.06031730437
995	0.06026345803
996	0.060251608
997	0.06018757422
998	0.06015997722
999	0.06015689234
